,State,362,367,374,381,388
0,Washington,3903,166,180,201,221
1,Illinois,20118,789,775,685,502
2,California,33746,3496,3619,3815,4043
3,Arizona,11265,1058,1194,1250,1222
4,Massachusetts,13705,559,559,592,577
5,Wisconsin,5926,318,346,363,370
6,Texas,32711,2231,2451,2734,2905
7,Nebraska,1842,98,96,91,87
8,Utah,1500,93,96,98,97
9,Oregon,1803,189,200,209,221
10,Florida,24274,1340,1466,1641,1792
11,New York,41173,1488,1453,1533,1614
12,Rhode Island,2005,92,94,108,106
13,Georgia,12360,709,753,764,787
14,New Hampshire,933,87,93,95,91
15,North Carolina,8083,571,625,667,676
16,New Jersey,20458,608,711,759,851
17,Colorado,5386,208,195,164,112
18,Maryland,6596,307,325,310,313
19,Nevada,3784,341,350,359,376
20,Tennessee,8430,598,583,556,575
21,Hawaii,321,15,17,17,19
22,Indiana,9340,404,408,368,257
23,Kentucky,3167,223,239,245,243
24,Minnesota,6007,196,163,127,107
25,Oklahoma,2994,217,242,244,221
26,Pennsylvania,19330,1278,1386,1337,1474
27,South Carolina,6248,424,493,548,611
28,District of Columbia,857,32,35,38,39
29,Kansas,3511,320,322,282,365
30,Missouri,6470,229,223,197,189
31,Vermont,163,12,14,16,18
32,Virginia,5739,333,369,398,424
33,Connecticut,6670,245,283,332,355
34,Iowa,4324,200,198,172,135
35,Louisiana,8253,346,384,410,420
36,Ohio,10281,547,572,557,521
37,Michigan,14686,542,447,411,356
38,South Dakota,1667,51,45,39,31
39,Arkansas,4343,310,320,332,324
40,Delaware,1016,57,63,68,73
41,Mississippi,5524,349,390,412,418
42,New Mexico,2958,190,186,174,157
43,North Dakota,1406,36,34,30,27
44,Wyoming,522,21,24,27,28
45,Alaska,229,7,7,6,4
46,Maine,514,107,121,122,130
47,Alabama,6121,553,589,616,633
48,Idaho,1607,71,68,62,56
49,Montana,1093,44,45,49,44
50,Puerto Rico,1703,87,91,95,93
51,Virgin Islands,24,0,0,0,0
52,Guam,125,1,1,1,1
53,West Virginia,1784,181,185,194,204
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
