,State,179,185,192,199,206,213
0,Washington,1447,90,110,131,157,177
1,Illinois,7488,186,221,292,407,536
2,California,7715,1037,1203,1328,1611,1933
3,Arizona,2761,404,363,357,358,354
4,Massachusetts,8431,72,71,74,78,84
5,Wisconsin,844,88,119,168,222,270
6,Texas,4679,762,906,1109,1294,1397
7,Nebraska,301,27,35,46,59,71
8,Utah,243,59,70,77,83,89
9,Oregon,260,50,70,93,117,136
10,Florida,4982,588,654,765,879,950
11,New York,32516,211,236,281,382,525
12,Rhode Island,990,1,0,1,1,1
13,Georgia,3174,246,295,341,372,391
14,New Hampshire,398,8,9,11,14,18
15,North Carolina,1652,258,310,362,403,429
16,New Jersey,15706,98,104,120,138,159
17,Colorado,1752,46,51,65,93,132
18,Maryland,3377,90,99,112,125,136
19,Nevada,647,93,115,116,121,136
20,Tennessee,843,176,213,251,279,296
21,Hawaii,24,4,7,12,19,26
22,Indiana,2822,100,124,156,189,219
23,Kentucky,670,72,82,107,143,185
24,Minnesota,1581,73,87,107,129,149
25,Oklahoma,451,72,97,124,150,169
26,Pennsylvania,7022,145,163,190,218,246
27,South Carolina,1155,228,256,274,280,275
28,District of Columbia,578,7,9,11,15,19
29,Kansas,309,39,53,70,88,104
30,Missouri,1136,74,98,129,168,201
31,Vermont,56,1,1,2,3,4
32,Virginia,2027,147,156,187,238,295
33,Connecticut,4396,23,27,35,46,59
34,Iowa,793,56,68,85,100,113
35,Louisiana,3543,157,185,216,236,244
36,Ohio,3174,201,231,260,284,304
37,Michigan,6366,126,149,207,303,413
38,South Dakota,118,16,15,15,15,14
39,Arkansas,357,85,107,134,157,170
40,Delaware,523,16,18,23,29,33
41,Mississippi,1355,104,122,140,150,153
42,New Mexico,571,46,55,67,79,90
43,North Dakota,92,12,15,18,21,23
44,Wyoming,25,6,8,11,14,18
45,Alaska,18,7,10,14,17,21
46,Maine,117,6,7,9,10,12
47,Alabama,1287,184,211,233,244,245
48,Idaho,119,28,43,61,76,86
49,Montana,37,9,13,19,24,28
50,Puerto Rico,178,5,5,6,8,10
51,Virgin Islands,6,0,0,0,0,0
52,Guam,5,0,0,0,0,0
53,West Virginia,100,16,20,25,35,46
54,Northern Mariana Islands,2,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
