,State,250,255,262,269,276
0,Washington,2100,41,42,50,44
1,Illinois,8858,141,157,156,148
2,California,15633,502,495,484,483
3,Arizona,5624,109,111,103,90
4,Massachusetts,9415,77,69,90,96
5,Wisconsin,1283,58,62,74,79
6,Texas,15807,NaN,NaN,NaN,NaN
7,Nebraska,472,20,24,19,24
8,Utah,453,NaN,NaN,NaN,NaN
9,Oregon,547,25,22,20,18
10,Florida,14037,620,586,525,508
11,New York,33140,61,62,43,26
12,Rhode Island,1110,16,20,14,18
13,Georgia,6961,288,241,222,201
14,New Hampshire,439,7,4,6,5
15,North Carolina,3445,193,197,193,195
16,New Jersey,16107,49,54,55,44
17,Colorado,2044,32,32,36,30
18,Maryland,3938,39,39,53,65
19,Nevada,1585,54,48,42,45
20,Tennessee,2389,148,143,142,122
21,Hawaii,132,NaN,NaN,NaN,NaN
22,Indiana,3591,46,48,49,43
23,Kentucky,1162,79,88,88,104
24,Minnesota,2067,40,51,60,64
25,Oklahoma,1007,57,59,67,74
26,Pennsylvania,8088,101,109,117,125
27,South Carolina,3337,NaN,NaN,NaN,NaN
28,District of Columbia,624,5,4,5,4
29,Kansas,644,53,61,51,50
30,Missouri,2057,139,150,239,243
31,Vermont,58,0,0,0,0
32,Virginia,3170,120,125,149,168
33,Connecticut,4503,8,14,14,14
34,Iowa,1324,42,42,42,43
35,Louisiana,5480,129,135,146,144
36,Ohio,4746,124,120,130,95
37,Michigan,7051,77,90,111,110
38,South Dakota,218,NaN,NaN,NaN,NaN
39,Arkansas,1329,NaN,NaN,NaN,NaN
40,Delaware,634,7,10,12,11
41,Mississippi,2921,87,68,57,48
42,New Mexico,873,30,26,24,25
43,North Dakota,234,28,38,48,46
44,Wyoming,50,3,3,6,5
45,Alaska,56,4,3,3,5
46,Maine,140,2,2,2,3
47,Alabama,2501,69,59,35,27
48,Idaho,460,27,26,16,22
49,Montana,174,22,30,28,29
50,Puerto Rico,648,NaN,NaN,NaN,NaN
51,Virgin Islands,20,NaN,NaN,NaN,NaN
52,Guam,39,NaN,NaN,NaN,NaN
53,West Virginia,342,32,33,32,34
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
