,State,347,353,360,367,374
0,Washington,3459,139,148,140,133
1,Illinois,18322,981,813,765,734
2,California,26638,2402,2659,2828,2935
3,Arizona,9061,602,675,718,763
4,Massachusetts,12610,519,527,559,577
5,Wisconsin,5261,227,228,199,174
6,Texas,28430,1338,1533,1634,1724
7,Nebraska,1672,79,84,79,76
8,Utah,1301,81,61,59,57
9,Oregon,1500,90,83,81,80
10,Florida,21987,1038,1078,1259,1413
11,New York,38415,1257,1452,1701,1948
12,Rhode Island,1777,82,94,98,101
13,Georgia,10964,383,489,539,584
14,New Hampshire,780,70,77,88,95
15,North Carolina,6910,527,471,515,548
16,New Jersey,19208,476,529,561,595
17,Colorado,4934,268,254,249,251
18,Maryland,5994,294,317,331,348
19,Nevada,3180,186,202,200,197
20,Tennessee,7025,573,576,554,526
21,Hawaii,289,9,10,10,10
22,Indiana,8475,503,504,491,468
23,Kentucky,2723,219,165,168,170
24,Minnesota,5489,262,206,175,149
25,Oklahoma,2547,203,193,195,194
26,Pennsylvania,16230,1043,1161,1160,1175
27,South Carolina,5469,364,329,337,346
28,District of Columbia,794,32,29,27,25
29,Kansas,2872,237,289,309,328
30,Missouri,5736,370,424,429,435
31,Vermont,140,14,13,14,14
32,Virginia,5124,271,286,313,345
33,Connecticut,6099,322,252,259,271
34,Iowa,3946,186,149,141,133
35,Louisiana,7537,278,321,325,328
36,Ohio,9076,460,442,422,400
37,Michigan,13306,722,468,433,402
38,South Dakota,1513,67,57,53,50
39,Arkansas,3749,306,336,336,321
40,Delaware,930,37,43,43,42
41,Mississippi,4871,259,264,264,258
42,New Mexico,2551,180,169,167,164
43,North Dakota,1310,21,21,20,19
44,Wyoming,438,19,21,19,18
45,Alaska,215,23,16,16,16
46,Maine,359,39,37,36,36
47,Alabama,4873,298,340,344,351
48,Idaho,1448,87,81,78,77
49,Montana,972,43,33,29,26
50,Puerto Rico,1545,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,122,NaN,NaN,NaN,NaN
53,West Virginia,1376,141,144,146,146
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
