,State,313,318,325,332,339
0,Washington,2774,81,84,80,78
1,Illinois,12985,886,889,903,886
2,California,19173,441,427,409,408
3,Arizona,6639,160,165,167,159
4,Massachusetts,10748,189,193,191,191
5,Wisconsin,3494,332,380,383,353
6,Texas,21896,898,927,898,848
7,Nebraska,1018,89,92,94,97
8,Utah,871,74,74,72,75
9,Oregon,912,80,78,77,81
10,Florida,18597,509,511,508,509
11,New York,34605,227,203,230,240
12,Rhode Island,1373,51,51,52,52
13,Georgia,9452,187,254,259,207
14,New Hampshire,526,15,15,14,13
15,North Carolina,5261,205,211,202,210
16,New Jersey,16993,218,225,222,226
17,Colorado,3037,203,176,195,191
18,Maryland,4641,187,190,196,198
19,Nevada,2144,101,98,97,93
20,Tennessee,4602,327,335,326,334
21,Hawaii,244,8,7,7,7
22,Indiana,5723,419,419,419,419
23,Kentucky,1908,103,106,109,108
24,Minnesota,3652,316,323,318,328
25,Oklahoma,1743,87,87,88,80
26,Pennsylvania,10335,469,473,485,485
27,South Carolina,4381,74,63,65,45
28,District of Columbia,680,9,9,9,8
29,Kansas,1560,130,125,137,151
30,Missouri,3861,247,262,274,268
31,Vermont,69,3,4,4,5
32,Virginia,4062,124,117,118,127
33,Connecticut,5020,135,137,136,134
34,Iowa,2426,188,185,183,196
35,Louisiana,6420,156,156,149,150
36,Ohio,6429,394,393,388,392
37,Michigan,9564,588,589,590,601
38,South Dakota,946,168,162,167,154
39,Arkansas,2502,105,107,104,110
40,Delaware,772,16,17,17,17
41,Mississippi,3807,120,123,122,122
42,New Mexico,1568,176,175,175,174
43,North Dakota,933,83,78,79,80
44,Wyoming,215,39,38,37,37
45,Alaska,121,18,23,23,23
46,Maine,194,16,16,15,16
47,Alabama,3578,125,124,121,134
48,Idaho,929,65,65,69,66
49,Montana,681,72,71,67,64
50,Puerto Rico,1106,71,64,60,61
51,Virgin Islands,23,0,0,0,0
52,Guam,112,8,8,8,10
53,West Virginia,735,59,62,62,63
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
