,State,186,192,199,206,213,220
0,Washington,1501,49,53,58,63,69
1,Illinois,7590,110,105,99,95,90
2,California,8448,841,950,1071,1206,1354
3,Arizona,3305,488,465,442,419,395
4,Massachusetts,8529,52,35,23,16,10
5,Wisconsin,892,37,44,52,62,73
6,Texas,5798,973,1031,1082,1132,1180
7,Nebraska,316,9,8,7,6,5
8,Utah,274,31,33,34,36,37
9,Oregon,289,30,33,37,40,45
10,Florida,5854,1412,2058,2993,4334,6236
11,New York,32629,64,64,63,62,62
12,Rhode Island,1002,11,8,6,5,3
13,Georgia,3498,311,430,596,823,1130
14,New Hampshire,409,5,4,3,3,2
15,North Carolina,1817,125,125,126,126,127
16,New Jersey,15787,154,128,106,88,73
17,Colorado,1794,54,54,53,53,52
18,Maryland,3440,60,57,54,52,49
19,Nevada,734,88,102,118,136,156
20,Tennessee,967,145,171,202,238,281
21,Hawaii,26,2,2,1,1,1
22,Indiana,2903,77,85,93,102,111
23,Kentucky,700,56,70,87,108,134
24,Minnesota,1614,46,52,58,64,72
25,Oklahoma,496,35,42,50,59,70
26,Pennsylvania,7127,123,123,122,122,122
27,South Carolina,1491,231,243,254,264,274
28,District of Columbia,581,8,8,7,7,6
29,Kansas,331,16,17,18,20,22
30,Missouri,1209,58,62,66,71,76
31,Vermont,56,1,2,2,2,2
32,Virginia,2078,132,169,215,274,347
33,Connecticut,4413,15,12,10,8,6
34,Iowa,829,58,72,89,110,135
35,Louisiana,3763,205,235,265,298,333
36,Ohio,3307,156,169,182,195,210
37,Michigan,6400,64,64,63,63,62
38,South Dakota,123,9,9,9,8,8
39,Arkansas,401,41,40,40,40,40
40,Delaware,579,3,3,2,2,2
41,Mississippi,1493,111,109,107,105,103
42,New Mexico,614,29,28,27,26,25
43,North Dakota,99,1,1,1,1,1
44,Wyoming,25,3,4,5,6,8
45,Alaska,20,5,6,7,8,9
46,Maine,119,3,2,2,2,2
47,Alabama,1473,160,174,188,204,222
48,Idaho,146,23,28,34,42,51
49,Montana,46,13,16,18,20,23
50,Puerto Rico,201,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,7,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN
53,West Virginia,103,4,5,5,6,6
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
