,State,368,374,381,388,395
0,Washington,4114,238,263,245,235
1,Illinois,20680,672,648,647,605
2,California,37121,3118,2882,2745,2641
3,Arizona,12238,947,1016,993,986
4,Massachusetts,14133,501,529,473,446
5,Wisconsin,6190,308,284,262,240
6,Texas,34911,2330,2466,2600,2619
7,Nebraska,1879,66,73,76,76
8,Utah,1595,94,94,96,99
9,Oregon,1880,111,96,90,92
10,Florida,25293,1310,1498,1445,1271
11,New York,42325,1327,1588,1625,1790
12,Rhode Island,2083,91,88,84,85
13,Georgia,13250,1009,1154,1218,1249
14,New Hampshire,987,70,71,72,73
15,North Carolina,8695,552,583,556,551
16,New Jersey,20951,557,567,542,507
17,Colorado,5505,177,222,206,220
18,Maryland,6865,293,284,275,271
19,Nevada,4026,247,245,223,197
20,Tennessee,8859,512,461,417,393
21,Hawaii,341,16,17,17,16
22,Indiana,9716,368,345,362,362
23,Kentucky,3421,308,327,335,325
24,Minnesota,6163,218,197,176,176
25,Oklahoma,3279,292,302,294,279
26,Pennsylvania,20532,1285,1194,1104,978
27,South Carolina,6547,425,433,444,439
28,District of Columbia,872,29,28,27,27
29,Kansas,3587,240,250,227,203
30,Missouri,6781,296,293,265,232
31,Vermont,170,11,15,17,18
32,Virginia,6078,406,472,543,553
33,Connecticut,6819,246,272,271,256
34,Iowa,4487,178,169,170,170
35,Louisiana,8565,318,299,276,264
36,Ohio,10711,550,534,500,532
37,Michigan,15181,398,339,308,281
38,South Dakota,1705,68,66,63,63
39,Arkansas,4606,275,278,266,254
40,Delaware,1041,40,42,41,42
41,Mississippi,5772,283,278,274,266
42,New Mexico,3145,179,170,166,151
43,North Dakota,1436,42,38,36,37
44,Wyoming,571,41,39,36,37
45,Alaska,259,20,18,19,19
46,Maine,544,68,65,65,66
47,Alabama,6660,589,555,414,322
48,Idaho,1669,70,65,61,59
49,Montana,1151,45,47,47,47
50,Puerto Rico,1773,65,65,63,62
51,Virgin Islands,24,1,2,3,3
52,Guam,128,2,2,2,2
53,West Virginia,1895,153,148,137,135
54,Northern Mariana Islands,2,0,0,0,1
55,American Samoa,0,0,0,0,1
