,State,208,213,220,227,234
0,Washington,1785,78,78,78,78
1,Illinois,7967,97,97,97,97
2,California,11296,911,911,911,911
3,Arizona,4506,355,355,355,355
4,Massachusetts,8842,105,105,105,105
5,Wisconsin,1039,42,42,42,42
6,Texas,10447,1210,1210,1210,1210
7,Nebraska,362,16,16,16,16
8,Utah,364,28,28,28,28
9,Oregon,388,31,31,31,31
10,Florida,9539,1236,1236,1236,1236
11,New York,32823,65,65,65,65
12,Rhode Island,1023,7,7,7,7
13,Georgia,4727,483,483,483,483
14,New Hampshire,423,4,4,4,4
15,North Carolina,2348,159,159,159,159
16,New Jersey,15916,41,41,41,41
17,Colorado,1896,39,39,39,39
18,Maryland,3641,59,59,59,59
19,Nevada,1077,120,120,120,120
20,Tennessee,1387,130,130,130,130
21,Hawaii,40,9,9,9,9
22,Indiana,3135,92,92,92,92
23,Kentucky,818,38,38,38,38
24,Minnesota,1758,16,16,16,16
25,Oklahoma,665,54,54,54,54
26,Pennsylvania,7453,141,141,141,141
27,South Carolina,2288,253,253,253,253
28,District of Columbia,597,7,7,7,7
29,Kansas,406,26,26,26,26
30,Missouri,1415,51,51,51,51
31,Vermont,58,0,0,0,0
32,Virginia,2385,59,59,59,59
33,Connecticut,4456,12,12,12,12
34,Iowa,987,48,48,48,48
35,Louisiana,4526,223,223,223,223
36,Ohio,3832,156,156,156,156
37,Michigan,6592,66,66,66,66
38,South Dakota,153,6,6,6,6
39,Arkansas,603,65,65,65,65
40,Delaware,593,3,3,3,3
41,Mississippi,2095,206,206,206,206
42,New Mexico,718,30,30,30,30
43,North Dakota,126,9,9,9,9
44,Wyoming,30,2,2,2,2
45,Alaska,28,2,2,2,2
46,Maine,127,2,2,2,2
47,Alabama,1925,141,141,141,141
48,Idaho,273,34,34,34,34
49,Montana,82,7,7,7,7
50,Puerto Rico,335,55,55,55,55
51,Virgin Islands,9,0,0,0,0
52,Guam,5,0,0,0,0
53,West Virginia,160,29,29,29,29
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
