,State,221,227,234,241,248
0,Washington,1905,100,114,129,147
1,Illinois,8228,127,130,134,138
2,California,12937,1021,1167,1318,1486
3,Arizona,5030,189,171,145,121
4,Massachusetts,9049,111,121,131,141
5,Wisconsin,1122,38,37,36,35
6,Texas,12683,1827,2286,2887,3845
7,Nebraska,392,NaN,NaN,NaN,NaN
8,Utah,407,NaN,NaN,NaN,NaN
9,Oregon,458,NaN,NaN,NaN,NaN
10,Florida,11119,885,952,998,1030
11,New York,32909,45,40,36,33
12,Rhode Island,1046,6,4,3,2
13,Georgia,5604,509,624,763,927
14,New Hampshire,432,NaN,NaN,NaN,NaN
15,North Carolina,2692,163,167,171,175
16,New Jersey,15937,33,34,35,35
17,Colorado,1942,29,35,43,52
18,Maryland,3752,54,59,64,69
19,Nevada,1302,147,188,236,297
20,Tennessee,1747,208,242,279,320
21,Hawaii,63,NaN,NaN,NaN,NaN
22,Indiana,3291,76,76,77,77
23,Kentucky,929,NaN,NaN,NaN,NaN
24,Minnesota,1865,67,79,94,113
25,Oklahoma,799,NaN,NaN,NaN,NaN
26,Pennsylvania,7658,123,144,167,195
27,South Carolina,2709,194,165,140,110
28,District of Columbia,606,NaN,NaN,NaN,NaN
29,Kansas,449,NaN,NaN,NaN,NaN
30,Missouri,1533,66,71,77,84
31,Vermont,58,NaN,NaN,NaN,NaN
32,Virginia,2569,78,86,95,105
33,Connecticut,4465,7,8,10,11
34,Iowa,1113,66,76,88,103
35,Louisiana,4931,260,280,301,317
36,Ohio,4129,173,194,217,245
37,Michigan,6748,70,72,74,76
38,South Dakota,167,NaN,NaN,NaN,NaN
39,Arkansas,784,NaN,NaN,NaN,NaN
40,Delaware,604,NaN,NaN,NaN,NaN
41,Mississippi,2441,175,196,224,251
42,New Mexico,770,NaN,NaN,NaN,NaN
43,North Dakota,142,NaN,NaN,NaN,NaN
44,Wyoming,37,NaN,NaN,NaN,NaN
45,Alaska,37,NaN,NaN,NaN,NaN
46,Maine,132,NaN,NaN,NaN,NaN
47,Alabama,2162,98,110,124,139
48,Idaho,359,NaN,NaN,NaN,NaN
49,Montana,104,NaN,NaN,NaN,NaN
50,Puerto Rico,434,NaN,NaN,NaN,NaN
51,Virgin Islands,14,NaN,NaN,NaN,NaN
52,Guam,10,NaN,NaN,NaN,NaN
53,West Virginia,214,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
