,State,355,360,367,374,381
0,Washington,3699,152,165,165,181
1,Illinois,19363,890,924,925,935
2,California,30260,2956,3097,3346,3518
3,Arizona,10147,872,882,928,926
4,Massachusetts,13151,531,562,623,649
5,Wisconsin,5575,237,220,235,208
6,Texas,30585,2025,2092,2118,2191
7,Nebraska,1772,70,61,67,58
8,Utah,1396,78,65,72,81
9,Oregon,1613,92,82,85,113
10,Florida,23071,967,1090,1120,1087
11,New York,39834,1229,1235,1271,1379
12,Rhode Island,1947,122,132,123,139
13,Georgia,11475,385,381,445,423
14,New Hampshire,869,83,94,102,110
15,North Carolina,7578,543,639,675,787
16,New Jersey,19854,607,684,697,738
17,Colorado,5213,232,208,196,225
18,Maryland,6301,280,310,319,346
19,Nevada,3500,275,287,294,286
20,Tennessee,7865,672,693,708,734
21,Hawaii,308,NaN,NaN,NaN,NaN
22,Indiana,9016,482,499,520,510
23,Kentucky,2922,163,160,176,169
24,Minnesota,5779,213,208,237,252
25,Oklahoma,2775,192,197,226,235
26,Pennsylvania,17802,1314,1352,1263,1422
27,South Carolina,5826,353,366,397,389
28,District of Columbia,821,28,31,34,30
29,Kansas,3248,172,218,242,236
30,Missouri,6137,337,335,329,317
31,Vermont,156,17,19,21,23
32,Virginia,5393,286,297,316,329
33,Connecticut,6416,191,212,222,218
34,Iowa,4139,132,131,136,154
35,Louisiana,7918,350,400,413,417
36,Ohio,9702,381,403,412,341
37,Michigan,14192,593,586,616,622
38,South Dakota,1585,60,46,36,36
39,Arkansas,4081,285,308,338,350
40,Delaware,986,36,40,37,44
41,Mississippi,5186,307,301,329,351
42,New Mexico,2764,206,209,198,204
43,North Dakota,1352,24,22,17,22
44,Wyoming,489,27,39,40,37
45,Alaska,224,11,14,12,11
46,Maine,438,54,57,66,69
47,Alabama,5347,403,433,498,504
48,Idaho,1544,83,74,85,88
49,Montana,1057,75,66,81,80
50,Puerto Rico,1642,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,124,NaN,NaN,NaN,NaN
53,West Virginia,1594,176,188,202,213
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
