,State,354,360,367,374,381,388
0,Washington,3698,179,178,176,173,170
1,Illinois,19293,880,811,743,678,615
2,California,30004,2841,2934,2975,2971,2928
3,Arizona,10141,879,970,1056,1135,1201
4,Massachusetts,13151,530,537,538,535,528
5,Wisconsin,5570,225,195,168,145,125
6,Texas,30479,1762,1860,1947,2021,2079
7,Nebraska,1760,80,68,58,49,41
8,Utah,1392,81,77,73,69,64
9,Oregon,1604,111,105,100,95,89
10,Florida,22912,1066,1177,1290,1403,1512
11,New York,39632,1355,1519,1686,1850,2004
12,Rhode Island,1916,100,94,88,81,75
13,Georgia,11458,566,643,721,794,860
14,New Hampshire,869,70,69,68,66,65
15,North Carolina,7567,554,616,679,743,804
16,New Jersey,19854,542,547,549,547,542
17,Colorado,5208,254,221,192,166,143
18,Maryland,6272,312,318,323,326,328
19,Nevada,3467,226,217,207,196,184
20,Tennessee,7785,667,677,677,668,651
21,Hawaii,308,13,13,14,15,16
22,Indiana,8985,490,459,428,396,365
23,Kentucky,2901,173,171,168,164,159
24,Minnesota,5775,281,251,222,195,170
25,Oklahoma,2761,209,219,227,232,235
26,Pennsylvania,17717,1295,1215,1128,1037,946
27,South Carolina,5811,423,495,571,647,722
28,District of Columbia,817,27,28,29,30,31
29,Kansas,3141,234,219,204,189,174
30,Missouri,6133,388,378,365,350,333
31,Vermont,156,28,33,39,46,55
32,Virginia,5383,325,358,391,425,458
33,Connecticut,6324,248,246,242,237,232
34,Iowa,4138,167,157,157,162,168
35,Louisiana,7873,310,326,340,351,360
36,Ohio,9627,504,473,441,410,379
37,Michigan,14145,600,539,482,430,382
38,South Dakota,1585,57,47,38,31,26
39,Arkansas,4043,332,344,345,338,326
40,Delaware,972,40,40,40,40,39
41,Mississippi,5167,264,272,280,287,293
42,New Mexico,2749,184,173,162,150,138
43,North Dakota,1352,28,21,16,12,9
44,Wyoming,489,29,23,19,15,12
45,Alaska,224,9,8,6,5,4
46,Maine,432,73,88,104,123,145
47,Alabama,5334,414,449,481,508,530
48,Idaho,1534,83,75,68,61,55
49,Montana,1056,39,33,28,24,20
50,Puerto Rico,1630,106,111,115,119,122
51,Virgin Islands,24,NaN,NaN,NaN,NaN,NaN
52,Guam,124,NaN,NaN,NaN,NaN,NaN
53,West Virginia,1582,177,183,187,189,190
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
