,State,288,297,304,311,318
0,Washington,2431,92,120,157,198
1,Illinois,10313,547,633,729,799
2,California,17860,364,381,410,439
3,Arizona,6087,111,135,168,199
4,Massachusetts,10085,192,201,212,222
5,Wisconsin,2491,262,281,292,285
6,Texas,18901,901,1059,1263,1504
7,Nebraska,674,104,135,172,209
8,Utah,632,43,47,51,52
9,Oregon,710,42,55,70,85
10,Florida,16961,641,700,827,903
11,New York,33857,145,175,223,274
12,Rhode Island,1222,37,45,54,60
13,Georgia,8578,189,199,230,269
14,New Hampshire,486,10,14,22,27
15,North Carolina,4548,270,291,315,341
16,New Jersey,16403,149,191,242,289
17,Colorado,2353,175,225,288,337
18,Maryland,4182,72,87,105,129
19,Nevada,1824,55,61,65,72
20,Tennessee,3509,221,202,190,180
21,Hawaii,219,5,7,11,14
22,Indiana,4511,347,438,528,604
23,Kentucky,1534,144,173,195,229
24,Minnesota,2609,149,215,289,355
25,Oklahoma,1413,44,49,56,64
26,Pennsylvania,8923,302,359,425,497
27,South Carolina,3992,124,133,144,157
28,District of Columbia,650,7,7,8,10
29,Kansas,1087,100,131,179,220
30,Missouri,3117,270,319,395,455
31,Vermont,58,0,0,0,0
32,Virginia,3688,192,224,274,320
33,Connecticut,4656,56,68,80,88
34,Iowa,1814,75,106,134,164
35,Louisiana,5995,68,68,75,83
36,Ohio,5461,408,519,657,789
37,Michigan,7833,397,501,623,706
38,South Dakota,482,42,42,36,29
39,Arkansas,2037,125,136,150,157
40,Delaware,716,16,17,21,22
41,Mississippi,3405,94,88,92,98
42,New Mexico,1082,102,119,139,152
43,North Dakota,596,43,43,44,42
44,Wyoming,105,22,29,33,36
45,Alaska,84,14,19,22,25
46,Maine,150,0,5,12,22
47,Alabama,3026,90,100,117,127
48,Idaho,671,64,70,72,76
49,Montana,407,47,54,62,66
50,Puerto Rico,855,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,85,NaN,NaN,NaN,NaN
53,West Virginia,482,40,56,77,104
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
