,State,327,332,339,346,353,360,367,374,381,388
0,Washington,2918,284,255,214,189,180,179,180,180,177
1,Illinois,15454,1044,785,501,334,239,181,140,110,88
2,California,21144,1219,1863,2389,2820,3326,3837,4231,4441,4439
3,Arizona,7358,379,480,522,531,545,566,582,588,582
4,Massachusetts,11388,301,442,539,596,664,741,813,868,889
5,Wisconsin,4352,221,181,125,83,58,43,34,29,25
6,Texas,24440,1418,1459,1436,1500,1655,1752,1678,1483,1275
7,Nebraska,1418,161,118,76,53,41,33,28,24,20
8,Utah,1062,64,68,57,42,31,24,19,15,12
9,Oregon,1161,155,146,128,116,112,113,115,117,119
10,Florida,20003,733,750,674,593,545,518,504,493,480
11,New York,35702,468,682,891,1129,1461,1890,2359,2760,2991
12,Rhode Island,1555,123,111,91,79,72,67,62,57,52
13,Georgia,10104,342,515,620,674,719,736,734,729,721
14,New Hampshire,604,35,51,62,68,76,86,95,103,108
15,North Carolina,5855,387,462,492,502,521,551,580,602,613
16,New Jersey,17775,387,375,330,294,275,266,261,258,254
17,Colorado,3969,273,241,184,137,104,81,64,51,41
18,Maryland,5142,262,266,242,216,201,193,189,185,180
19,Nevada,2548,305,255,194,157,137,124,114,104,95
20,Tennessee,5541,456,534,536,504,481,467,451,429,402
21,Hawaii,274,15,13,9,7,6,5,5,4,4
22,Indiana,6840,528,468,370,291,238,202,174,152,132
23,Kentucky,2224,104,135,141,132,125,120,116,111,103
24,Minnesota,4521,426,310,192,126,91,69,55,45,37
25,Oklahoma,2072,115,111,92,73,60,51,44,38,34
26,Pennsylvania,12552,1195,1339,1366,1366,1398,1444,1479,1496,1472
27,South Carolina,4751,176,225,252,263,279,301,322,336,340
28,District of Columbia,716,18,22,23,25,27,30,33,37,40
29,Kansas,2109,190,159,115,84,65,53,44,37,31
30,Missouri,4613,324,247,165,119,95,81,71,62,54
31,Vermont,96,7,9,10,10,11,13,14,15,17
32,Virginia,4414,227,270,300,319,336,350,359,362,358
33,Connecticut,5444,237,263,262,251,248,249,250,248,242
34,Iowa,3269,162,111,61,35,22,16,12,10,8
35,Louisiana,6845,312,277,229,200,190,188,190,190,188
36,Ohio,7551,645,750,750,707,681,663,643,615,577
37,Michigan,11289,820,649,453,333,264,220,188,163,143
38,South Dakota,1259,164,111,62,38,27,21,17,15,13
39,Arkansas,2990,158,169,154,132,116,105,95,86,77
40,Delaware,816,31,40,45,48,52,56,60,63,62
41,Mississippi,4204,188,242,272,286,300,311,318,320,314
42,New Mexico,1978,196,153,100,66,47,35,28,22,19
43,North Dakota,1157,83,64,39,23,15,10,6,4,3
44,Wyoming,321,35,25,16,10,7,6,5,4,4
45,Alaska,176,25,25,26,24,23,23,23,22,20
46,Maine,259,40,45,47,48,52,58,66,73,80
47,Alabama,4102,280,349,368,356,348,345,343,337,325
48,Idaho,1194,103,111,103,91,83,77,71,66,60
49,Montana,818,62,51,36,25,19,16,12,10,8
50,Puerto Rico,1282,2,1,1,1,1,1,1,0,0
51,Virgin Islands,23,0,0,0,0,0,0,0,0,0
52,Guam,119,0,0,0,0,0,0,0,0,0
53,West Virginia,978,146,133,115,106,105,107,109,108,104
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
