,State,326,332,339,346,353
0,Washington,2879,229,174,305,303
1,Illinois,15339,1163,1180,1105,1153
2,California,21040,1190,1588,1327,1377
3,Arizona,7357,423,559,527,511
4,Massachusetts,11349,46,132,78,34
5,Wisconsin,4339,450,429,433,454
6,Texas,24400,1262,1301,1317,1306
7,Nebraska,1373,202,192,212,213
8,Utah,1055,79,88,113,122
9,Oregon,1155,185,198,215,231
10,Florida,19866,794,889,993,1085
11,New York,35620,638,877,879,900
12,Rhode Island,1509,106,120,114,97
13,Georgia,10076,398,439,380,348
14,New Hampshire,603,53,71,62,73
15,North Carolina,5823,388,446,432,396
16,New Jersey,17751,458,560,522,543
17,Colorado,3958,428,520,416,455
18,Maryland,5117,278,328,293,295
19,Nevada,2539,246,284,313,353
20,Tennessee,5462,420,534,400,357
21,Hawaii,274,28,27,32,35
22,Indiana,6805,583,625,553,524
23,Kentucky,2207,268,271,308,302
24,Minnesota,4503,501,487,560,624
25,Oklahoma,2064,244,257,288,315
26,Pennsylvania,12490,1194,1442,1205,1146
27,South Carolina,4739,194,237,208,195
28,District of Columbia,715,24,29,33,32
29,Kansas,2072,304,334,321,341
30,Missouri,4609,716,701,713,752
31,Vermont,95,19,22,26,26
32,Virginia,4411,230,287,271,284
33,Connecticut,5363,237,283,268,234
34,Iowa,3209,281,355,335,311
35,Louisiana,6818,223,243,286,292
36,Ohio,7492,770,851,897,877
37,Michigan,11195,911,946,900,957
38,South Dakota,1259,128,124,114,108
39,Arkansas,2945,209,260,205,184
40,Delaware,816,38,55,54,55
41,Mississippi,4199,198,243,190,162
42,New Mexico,1957,213,194,220,238
43,North Dakota,1152,75,92,75,76
44,Wyoming,321,40,41,44,47
45,Alaska,176,36,46,43,43
46,Maine,257,49,59,61,70
47,Alabama,4102,302,337,289,257
48,Idaho,1175,123,140,118,111
49,Montana,818,88,90,92,101
50,Puerto Rico,1272,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,115,NaN,NaN,NaN,NaN
53,West Virginia,968,133,157,151,154
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
