,State,305,311,318,325,332,339
0,Washington,2619,139,182,236,306,394
1,Illinois,12050,998,1116,1155,1139,1097
2,California,18726,448,527,620,727,852
3,Arizona,6464,264,342,441,566,720
4,Massachusetts,10512,245,300,366,445,539
5,Wisconsin,3150,361,414,469,524,576
6,Texas,21013,1123,1322,1551,1812,2108
7,Nebraska,909,131,162,198,238,280
8,Utah,793,93,118,147,180,216
9,Oregon,820,72,97,131,176,234
10,Florida,17991,494,559,632,712,801
11,New York,34319,324,440,595,801,1071
12,Rhode Island,1294,51,65,83,104,128
13,Georgia,9198,335,382,435,495,562
14,New Hampshire,512,17,27,43,67,102
15,North Carolina,5034,259,302,354,413,481
16,New Jersey,16761,232,310,412,544,712
17,Colorado,2806,315,436,595,798,1046
18,Maryland,4434,184,275,408,596,854
19,Nevada,2017,119,147,180,220,266
20,Tennessee,4266,338,366,396,426,457
21,Hawaii,233,1,1,1,1,1
22,Indiana,5305,444,537,644,769,910
23,Kentucky,1787,141,168,199,234,273
24,Minnesota,3297,459,625,836,1095,1395
25,Oklahoma,1634,119,136,157,179,203
26,Pennsylvania,9816,587,798,1079,1447,1921
27,South Carolina,4283,117,121,124,128,131
28,District of Columbia,670,12,15,19,23,29
29,Kansas,1410,162,207,262,326,399
30,Missouri,3578,267,325,394,471,558
31,Vermont,63,4,7,12,21,35
32,Virginia,3938,129,153,180,213,250
33,Connecticut,4828,122,163,215,281,364
34,Iowa,2202,255,280,281,269,252
35,Louisiana,6260,137,166,203,247,300
36,Ohio,5996,404,542,721,949,1231
37,Michigan,8875,697,935,1242,1627,2098
38,South Dakota,819,148,153,151,146,139
39,Arkansas,2357,186,226,274,330,395
40,Delaware,748,21,30,42,59,82
41,Mississippi,3676,141,161,183,207,234
42,New Mexico,1383,196,261,345,448,571
43,North Dakota,846,137,142,140,135,128
44,Wyoming,176,50,65,82,102,124
45,Alaska,103,10,12,15,19,22
46,Maine,176,18,27,41,60,88
47,Alabama,3457,194,211,228,246,264
48,Idaho,849,98,114,131,149,168
49,Montana,603,97,110,123,136,148
50,Puerto Rico,1017,84,97,112,130,150
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,103,NaN,NaN,NaN,NaN,NaN
53,West Virginia,662,116,156,209,277,363
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
