,State,172,178,185,192,199
0,Washington,1438,84,102,121,139
1,Illinois,7388,176,186,206,233
2,California,7051,704,762,810,850
3,Arizona,2237,396,406,410,390
4,Massachusetts,8325,105,92,84,75
5,Wisconsin,820,33,43,57,73
6,Texas,3739,654,830,1062,1304
7,Nebraska,285,10,10,10,10
8,Utah,215,27,30,32,32
9,Oregon,234,21,25,28,31
10,Florida,4242,695,902,1180,1486
11,New York,32395,151,132,112,95
12,Rhode Island,976,11,7,5,3
13,Georgia,3003,186,227,284,344
14,New Hampshire,391,9,7,6,4
15,North Carolina,1522,99,109,127,136
16,New Jersey,15525,223,185,166,146
17,Colorado,1725,31,41,54,72
18,Maryland,3319,76,83,96,111
19,Nevada,593,65,76,89,96
20,Tennessee,741,104,116,133,142
21,Hawaii,19,1,1,2,2
22,Indiana,2760,82,93,110,127
23,Kentucky,625,37,40,43,45
24,Minnesota,1540,37,41,49,58
25,Oklahoma,422,29,35,43,51
26,Pennsylvania,6904,149,147,148,143
27,South Carolina,961,156,170,182,185
28,District of Columbia,568,9,9,10,12
29,Kansas,297,17,20,23,24
30,Missouri,1092,47,52,56,61
31,Vermont,56,0,0,0,0
32,Virginia,1966,111,112,115,115
33,Connecticut,4348,10,6,4,2
34,Iowa,752,32,41,54,72
35,Louisiana,3416,175,240,324,442
36,Ohio,3058,159,192,232,280
37,Michigan,6314,99,112,129,148
38,South Dakota,109,8,8,8,8
39,Arkansas,321,36,39,42,45
40,Delaware,517,8,6,4,3
41,Mississippi,1249,136,150,168,184
42,New Mexico,545,31,36,40,42
43,North Dakota,87,6,9,13,20
44,Wyoming,21,1,1,1,1
45,Alaska,17,3,4,6,9
46,Maine,114,3,3,2,1
47,Alabama,1121,133,155,185,225
48,Idaho,102,12,17,25,34
49,Montana,29,8,14,25,41
50,Puerto Rico,167,14,24,44,79
51,Virgin Islands,6,1,2,6,14
52,Guam,5,0,0,0,0
53,West Virginia,96,4,6,11,16
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
